plotid,sampleid,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Class
8,30,-0.6810237980689736,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-3.8 secs,Planet NICFI Public,,POINT(-0.681023798068974 12.314310080545823),Cultivated land
8,31,-0.680799219247913,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-3.8 secs,Planet NICFI Public,,POINT(-0.680799219247913 12.314090668666026),Cultivated land
8,32,-0.680799219247913,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-3.8 secs,Planet NICFI Public,,POINT(-0.680799219247913 12.314310080545823),Cultivated land
9,33,-3.2502055106508045,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-13.4 secs,Planet NICFI Public,,POINT(-3.250205510650804 12.314090668666026),Cultivated land
9,34,-3.2502055106508045,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-13.4 secs,Planet NICFI Public,,POINT(-3.250205510650804 12.314310080545823),Cultivated land
9,35,-3.249980931829744,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-13.4 secs,Planet NICFI Public,,POINT(-3.249980931829744 12.314090668666026),Cultivated land
9,36,-3.249980931829744,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-13.4 secs,Planet NICFI Public,,POINT(-3.249980931829744 12.314310080545823),Cultivated land
10,37,-4.184453406135106,12.085803602684976,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-9.4 secs,Planet NICFI Public,,POINT(-4.184453406135106 12.085803602684976),Cultivated land
10,38,-4.184453406135106,12.086023203659522,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-9.4 secs,Planet NICFI Public,,POINT(-4.184453406135106 12.086023203659522),Cultivated land
10,39,-4.184228827314046,12.085803602684976,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-9.4 secs,Planet NICFI Public,,POINT(-4.184228827314046 12.085803602684976),Cultivated land
10,40,-4.184228827314046,12.086023203659522,anis.ghattassi@oss.org.tn,false,2022-11-24 14:25,-9.4 secs,Planet NICFI Public,,POINT(-4.184228827314046 12.086023203659522),Cultivated land
11,41,2.238500875319471,11.74300859942828,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,22.5 secs,Planet NICFI Public,,POINT(2.238500875319471 11.74300859942828),Treeds areas
11,42,2.238500875319471,11.743228477798127,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,22.5 secs,Planet NICFI Public,,POINT(2.238500875319471 11.743228477798127),Treeds areas
11,43,2.2387254541405315,11.74300859942828,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,22.5 secs,Planet NICFI Public,,POINT(2.238725454140532 11.74300859942828),Treeds areas
11,44,2.2387254541405315,11.743228477798127,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,22.5 secs,Planet NICFI Public,,POINT(2.238725454140532 11.743228477798127),Treeds areas
12,45,-3.016643536779729,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,-13.2 secs,Planet NICFI Public,,POINT(-3.016643536779729 12.199971717824909),Cultivated land
12,46,-3.016643536779729,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,-13.2 secs,Planet NICFI Public,,POINT(-3.016643536779729 12.200191224667307),Cultivated land
12,47,-3.016418957958668,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,-13.2 secs,Planet NICFI Public,,POINT(-3.016418957958668 12.199971717824909),Cultivated land
12,48,-3.016418957958668,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-24 14:26,-13.2 secs,Planet NICFI Public,,POINT(-3.016418957958668 12.200191224667307),Cultivated land
13,49,-2.7830815629086536,9.562551374788953,anis.ghattassi@oss.org.tn,false,2022-11-24 14:27,39.1 secs,Planet NICFI Public,,POINT(-2.783081562908654 9.562551374788953),Treeds areas
13,50,-2.7830815629086536,9.562772832976961,anis.ghattassi@oss.org.tn,false,2022-11-24 14:27,39.1 secs,Planet NICFI Public,,POINT(-2.783081562908654 9.562772832976961),Treeds areas
13,51,-2.7828569840875925,9.562551374788953,anis.ghattassi@oss.org.tn,false,2022-11-24 14:27,39.1 secs,Planet NICFI Public,,POINT(-2.782856984087592 9.562551374788953),Treeds areas
13,52,-2.7828569840875925,9.562772832976961,anis.ghattassi@oss.org.tn,false,2022-11-24 14:27,39.1 secs,Planet NICFI Public,,POINT(-2.782856984087592 9.562772832976961),Treeds areas
14,53,0.6035670582219419,12.883932895368801,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,-2.5 secs,Planet NICFI Public,,POINT(0.603567058221942 12.883932895368801),Other land
14,54,0.6035670582219419,12.884151820044664,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,-2.5 secs,Planet NICFI Public,,POINT(0.603567058221942 12.884151820044664),Other land
14,55,0.6037916370430026,12.883932895368801,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,-2.5 secs,Planet NICFI Public,,POINT(0.603791637043003 12.883932895368801),Other land
14,56,0.6037916370430026,12.884151820044664,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,-2.5 secs,Planet NICFI Public,,POINT(0.603791637043003 12.884151820044664),Other land
15,57,-0.4474618241978981,12.997747836405296,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,8.2 secs,Planet NICFI Public,,POINT(-0.447461824197898 12.997747836405296),Cultivated land
15,58,-0.4474618241978981,12.99796666117554,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,8.2 secs,Planet NICFI Public,,POINT(-0.447461824197898 12.99796666117554),Cultivated land
15,59,-0.4472372453768374,12.997747836405296,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,8.2 secs,Planet NICFI Public,,POINT(-0.447237245376837 12.997747836405296),Cultivated land
15,60,-0.4472372453768374,12.99796666117554,anis.ghattassi@oss.org.tn,false,2022-11-24 14:28,8.2 secs,Planet NICFI Public,,POINT(-0.447237245376837 12.99796666117554),Cultivated land
16,61,-3.834110445328494,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-17.3 secs,Planet NICFI Public,,POINT(-3.834110445328494 12.199971717824909),Cultivated land
16,62,-3.834110445328494,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-17.3 secs,Planet NICFI Public,,POINT(-3.834110445328494 12.200191224667307),Cultivated land
16,63,-3.8338858665074333,12.199971717824909,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-17.3 secs,Planet NICFI Public,,POINT(-3.833885866507433 12.199971717824909),Cultivated land
16,64,-3.8338858665074333,12.200191224667307,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-17.3 secs,Planet NICFI Public,,POINT(-3.833885866507433 12.200191224667307),Cultivated land
17,65,-1.9656146543598891,13.566031623815675,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,8.6 secs,Planet NICFI Public,,POINT(-1.965614654359889 13.566031623815675),Prairies
17,66,-1.9656146543598891,13.566249936840947,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,8.6 secs,Planet NICFI Public,,POINT(-1.965614654359889 13.566249936840947),Prairies
17,67,-1.9653900755388285,13.566031623815675,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,8.6 secs,Planet NICFI Public,,POINT(-1.965390075538828 13.566031623815675),Prairies
17,68,-1.9653900755388285,13.566249936840947,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,8.6 secs,Planet NICFI Public,,POINT(-1.965390075538828 13.566249936840947),Prairies
18,69,-2.666300575973116,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-5.7 secs,Planet NICFI Public,,POINT(-2.666300575973116 12.314090668666026),Cultivated land
18,70,-2.666300575973116,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-5.7 secs,Planet NICFI Public,,POINT(-2.666300575973116 12.314310080545823),Cultivated land
18,71,-2.6660759971520553,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-5.7 secs,Planet NICFI Public,,POINT(-2.666075997152055 12.314090668666026),Cultivated land
18,72,-2.6660759971520553,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:29,-5.7 secs,Planet NICFI Public,,POINT(-2.666075997152055 12.314310080545823),Cultivated land
19,73,-3.600548471457418,12.883932895368801,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,5.2 secs,Planet NICFI Public,,POINT(-3.600548471457418 12.883932895368801),Cultivated land
19,74,-3.600548471457418,12.884151820044664,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,5.2 secs,Planet NICFI Public,,POINT(-3.600548471457418 12.884151820044664),Cultivated land
19,75,-3.600323892636357,12.883932895368801,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,5.2 secs,Planet NICFI Public,,POINT(-3.600323892636357 12.883932895368801),Cultivated land
19,76,-3.600323892636357,12.884151820044664,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,5.2 secs,Planet NICFI Public,,POINT(-3.600323892636357 12.884151820044664),Cultivated land
20,77,0.4867860712864041,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,3.1 secs,Planet NICFI Public,,POINT(0.486786071286404 12.314090668666026),Cultivated land
20,78,0.4867860712864041,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,3.1 secs,Planet NICFI Public,,POINT(0.486786071286404 12.314310080545823),Cultivated land
20,79,0.4870106501074648,12.314090668666026,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,3.1 secs,Planet NICFI Public,,POINT(0.487010650107465 12.314090668666026),Cultivated land
20,80,0.4870106501074648,12.314310080545823,anis.ghattassi@oss.org.tn,false,2022-11-24 14:30,3.1 secs,Planet NICFI Public,,POINT(0.487010650107465 12.314310080545823),Cultivated land
21,81,-1.6152716935532763,11.51424072699892,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.2 secs,Planet NICFI Public,,POINT(-1.615271693553276 11.51424072699892),Cultivated land
21,82,-1.6152716935532763,11.514460786113133,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.2 secs,Planet NICFI Public,,POINT(-1.615271693553276 11.514460786113133),Cultivated land
21,83,-1.6150471147322154,11.51424072699892,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.2 secs,Planet NICFI Public,,POINT(-1.615047114732215 11.51424072699892),Cultivated land
21,84,-1.6150471147322154,11.514460786113133,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.2 secs,Planet NICFI Public,,POINT(-1.615047114732215 11.514460786113133),Cultivated land
22,85,-3.717329458392956,10.137846050689873,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.6 secs,Planet NICFI Public,,POINT(-3.717329458392956 10.137846050689873),Cultivated land
22,86,-3.717329458392956,10.138067123115135,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.6 secs,Planet NICFI Public,,POINT(-3.717329458392956 10.138067123115135),Cultivated land
22,87,-3.7171048795718953,10.137846050689873,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.6 secs,Planet NICFI Public,,POINT(-3.717104879571895 10.137846050689873),Cultivated land
22,88,-3.7171048795718953,10.138067123115135,anis.ghattassi@oss.org.tn,false,2022-11-24 14:31,-9.6 secs,Planet NICFI Public,,POINT(-3.717104879571895 10.138067123115135),Cultivated land
23,89,0.019662123544253042,14.472441799240002,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,87.4 secs,Planet NICFI Public,,POINT(0.019662123544253 14.472441799240002),Prairies
23,90,0.019662123544253042,14.472659251610281,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,87.4 secs,Planet NICFI Public,,POINT(0.019662123544253 14.472659251610281),Prairies
23,91,0.019886702365313737,14.472441799240002,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,87.4 secs,Planet NICFI Public,,POINT(0.019886702365314 14.472441799240002),Prairies
23,92,0.019886702365313737,14.472659251610281,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,87.4 secs,Planet NICFI Public,,POINT(0.019886702365314 14.472659251610281),Prairies
24,93,-2.666300575973116,13.452481731486714,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,-14.5 secs,Planet NICFI Public,,POINT(-2.666300575973116 13.452481731486714),Prairies
24,94,-2.666300575973116,13.452700148483288,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,-14.5 secs,Planet NICFI Public,,POINT(-2.666300575973116 13.452700148483288),Prairies
24,95,-2.6660759971520553,13.452481731486714,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,-14.5 secs,Planet NICFI Public,,POINT(-2.666075997152055 13.452481731486714),Prairies
24,96,-2.6660759971520553,13.452700148483288,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,-14.5 secs,Planet NICFI Public,,POINT(-2.666075997152055 13.452700148483288),Prairies
25,97,0.13644311047979082,14.698476630790907,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,4.8 secs,Planet NICFI Public,,POINT(0.136443110479791 14.698476630790907),Prairies
25,98,0.13644311047979082,14.698693860050227,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,4.8 secs,Planet NICFI Public,,POINT(0.136443110479791 14.698693860050227),Prairies
25,99,0.13666768930085152,14.698476630790907,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,4.8 secs,Planet NICFI Public,,POINT(0.136667689300852 14.698476630790907),Prairies
25,100,0.13666768930085152,14.698693860050227,anis.ghattassi@oss.org.tn,false,2022-11-24 14:33,4.8 secs,Planet NICFI Public,,POINT(0.136667689300852 14.698693860050227),Prairies
26,101,-3.2502055106508045,12.428160023857885,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.1 secs,Planet NICFI Public,,POINT(-3.250205510650804 12.428160023857885),Cultivated land
26,102,-3.2502055106508045,12.428379339946503,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.1 secs,Planet NICFI Public,,POINT(-3.250205510650804 12.428379339946503),Cultivated land
26,103,-3.249980931829744,12.428160023857885,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.1 secs,Planet NICFI Public,,POINT(-3.249980931829744 12.428160023857885),Cultivated land
26,104,-3.249980931829744,12.428379339946503,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.1 secs,Planet NICFI Public,,POINT(-3.249980931829744 12.428379339946503),Cultivated land
27,105,-1.9656146543598891,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-15.8 secs,Planet NICFI Public,,POINT(-1.965614654359889 11.971586755563067),Cultivated land
27,106,-1.9656146543598891,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-15.8 secs,Planet NICFI Public,,POINT(-1.965614654359889 11.971806449837459),Cultivated land
27,107,-1.9653900755388285,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-15.8 secs,Planet NICFI Public,,POINT(-1.965390075538828 11.971586755563067),Cultivated land
27,108,-1.9653900755388285,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-15.8 secs,Planet NICFI Public,,POINT(-1.965390075538828 11.971806449837459),Cultivated land
28,109,-1.1481477458111247,11.056149818218714,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-13.4 secs,Planet NICFI Public,,POINT(-1.148147745811125 11.056149818218714),Cultivated land
28,110,-1.1481477458111247,11.0563702287117,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-13.4 secs,Planet NICFI Public,,POINT(-1.148147745811125 11.0563702287117),Cultivated land
28,111,-1.147923166990064,11.056149818218714,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-13.4 secs,Planet NICFI Public,,POINT(-1.147923166990064 11.056149818218714),Cultivated land
28,112,-1.147923166990064,11.0563702287117,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-13.4 secs,Planet NICFI Public,,POINT(-1.147923166990064 11.0563702287117),Cultivated land
29,113,-3.3669864975863426,10.597342144973013,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.5 secs,Planet NICFI Public,,POINT(-3.366986497586343 10.597342144973013),Cultivated land
29,114,-3.3669864975863426,10.597562893272155,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.5 secs,Planet NICFI Public,,POINT(-3.366986497586343 10.597562893272155),Cultivated land
29,115,-3.366761918765282,10.597342144973013,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.5 secs,Planet NICFI Public,,POINT(-3.366761918765282 10.597342144973013),Cultivated land
29,116,-3.366761918765282,10.597562893272155,anis.ghattassi@oss.org.tn,false,2022-11-24 14:34,-8.5 secs,Planet NICFI Public,,POINT(-3.366761918765282 10.597562893272155),Cultivated land
30,117,-4.067672419199569,11.17074084430719,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,-12.1 secs,Planet NICFI Public,,POINT(-4.067672419199569 11.17074084430719),Cultivated land
30,118,-4.067672419199569,11.170961168223613,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,-12.1 secs,Planet NICFI Public,,POINT(-4.067672419199569 11.170961168223613),Cultivated land
30,119,-4.067447840378509,11.17074084430719,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,-12.1 secs,Planet NICFI Public,,POINT(-4.067447840378509 11.17074084430719),Cultivated land
30,120,-4.067447840378509,11.170961168223613,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,-12.1 secs,Planet NICFI Public,,POINT(-4.067447840378509 11.170961168223613),Cultivated land
31,121,-0.9145857719400492,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,16.0 secs,Planet NICFI Public,,POINT(-0.914585771940049 12.542179353024082),Prairies
31,122,-0.9145857719400492,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,16.0 secs,Planet NICFI Public,,POINT(-0.914585771940049 12.542398572494847),Prairies
31,123,-0.9143611931189884,12.542179353024082,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,16.0 secs,Planet NICFI Public,,POINT(-0.914361193118988 12.542179353024082),Prairies
31,124,-0.9143611931189884,12.542398572494847,anis.ghattassi@oss.org.tn,false,2022-11-24 14:35,16.0 secs,Planet NICFI Public,,POINT(-0.914361193118988 12.542398572494847),Prairies
32,125,-3.4837674845218802,12.428160023857885,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,4.6 secs,Planet NICFI Public,,POINT(-3.48376748452188 12.428160023857885),Cultivated land
32,126,-3.4837674845218802,12.428379339946503,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,4.6 secs,Planet NICFI Public,,POINT(-3.48376748452188 12.428379339946503),Cultivated land
32,127,-3.4835429057008196,12.428160023857885,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,4.6 secs,Planet NICFI Public,,POINT(-3.48354290570082 12.428160023857885),Cultivated land
32,128,-3.4835429057008196,12.428379339946503,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,4.6 secs,Planet NICFI Public,,POINT(-3.48354290570082 12.428379339946503),Cultivated land
33,129,-3.950891432264031,11.857321609735067,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,3.3 secs,Planet NICFI Public,,POINT(-3.950891432264031 11.857321609735067),Wetlands
33,130,-3.950891432264031,11.857541396475156,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,3.3 secs,Planet NICFI Public,,POINT(-3.950891432264031 11.857541396475156),Wetlands
33,131,-3.9506668534429705,11.857321609735067,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,3.3 secs,Planet NICFI Public,,POINT(-3.95066685344297 11.857321609735067),Wetlands
33,132,-3.9506668534429705,11.857541396475156,anis.ghattassi@oss.org.tn,false,2022-11-24 14:36,3.3 secs,Planet NICFI Public,,POINT(-3.95066685344297 11.857541396475156),Wetlands
34,133,-3.2502055106508045,9.90784876322354,anis.ghattassi@oss.org.tn,false,2022-11-24 14:37,-12.4 secs,Planet NICFI Public,,POINT(-3.250205510650804 9.90784876322354),Cultivated land
34,134,-3.2502055106508045,9.908069992549343,anis.ghattassi@oss.org.tn,false,2022-11-24 14:37,-12.4 secs,Planet NICFI Public,,POINT(-3.250205510650804 9.908069992549343),Cultivated land
34,135,-3.249980931829744,9.90784876322354,anis.ghattassi@oss.org.tn,false,2022-11-24 14:37,-12.4 secs,Planet NICFI Public,,POINT(-3.249980931829744 9.90784876322354),Cultivated land
34,136,-3.249980931829744,9.908069992549343,anis.ghattassi@oss.org.tn,false,2022-11-24 14:37,-12.4 secs,Planet NICFI Public,,POINT(-3.249980931829744 9.908069992549343),Cultivated land
35,137,-2.3159576151665027,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,34.2 secs,Planet NICFI Public,,POINT(-2.315957615166503 11.971586755563067),Cultivated land
35,138,-2.3159576151665027,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,34.2 secs,Planet NICFI Public,,POINT(-2.315957615166503 11.971806449837459),Cultivated land
35,139,-2.315733036345442,11.971586755563067,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,34.2 secs,Planet NICFI Public,,POINT(-2.315733036345442 11.971586755563067),Cultivated land
35,140,-2.315733036345442,11.971806449837459,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,34.2 secs,Planet NICFI Public,,POINT(-2.315733036345442 11.971806449837459),Cultivated land
36,141,1.0706910059640933,12.997747836405296,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,-12.8 secs,Planet NICFI Public,,POINT(1.070691005964093 12.997747836405296),Prairies
36,142,1.0706910059640933,12.99796666117554,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,-12.8 secs,Planet NICFI Public,,POINT(1.070691005964093 12.99796666117554),Prairies
36,143,1.070915584785154,12.997747836405296,anis.ghattassi@oss.org.tn,false,2022-11-24 14:38,-12.8 secs,Planet NICFI Public,,POINT(1.070915584785154 12.997747836405296),Prairies
